date,district,latitude,longitude,rainfall_mm,temperature_c,humidity_pct,sunshine_hours
2015-09-04,Ngororero,-1.8833,29.5333,11.75,18.84,80.83,15.95
2015-09-05,Ngororero,-1.8833,29.5333,11.77,18.62,81.15,14.56
2015-09-06,Ngororero,-1.8833,29.5333,2.85,19.94,70.39,12.48
2015-09-07,Ngororero,-1.8833,29.5333,0.96,20.63,64.6,16.27
2015-09-08,Ngororero,-1.8833,29.5333,0.47,21.88,57.33,17.59
2015-09-09,Ngororero,-1.8833,29.5333,0.11,22.06,59.93,20.62
2015-09-10,Ngororero,-1.8833,29.5333,0.06,21.97,58.13,20.93
2015-09-11,Ngororero,-1.8833,29.5333,0.09,22.23,57.13,21.89
2015-09-12,Ngororero,-1.8833,29.5333,0.11,22.38,57.61,21.58
2015-09-13,Ngororero,-1.8833,29.5333,5.2,22.36,57.65,19.52
2015-09-14,Ngororero,-1.8833,29.5333,0.16,21.27,56.86,22.91
2015-09-15,Ngororero,-1.8833,29.5333,1.35,21.56,57.85,22.08
2015-09-16,Ngororero,-1.8833,29.5333,5.94,21.62,62.71,18.6
2015-09-17,Ngororero,-1.8833,29.5333,3.24,21.64,61.72,20.52
2015-09-18,Ngororero,-1.8833,29.5333,0.61,22.31,58.4,21.64
2015-09-19,Ngororero,-1.8833,29.5333,0.56,22.4,57.98,17.9
2015-09-20,Ngororero,-1.8833,29.5333,0.32,22.38,55.94,22.7
2015-09-21,Ngororero,-1.8833,29.5333,0.02,22.22,49.32,25.39
2015-09-22,Ngororero,-1.8833,29.5333,0.32,22.8,53.11,24.42
2015-09-23,Ngororero,-1.8833,29.5333,0.58,23.29,51.58,22.84
2015-09-24,Ngororero,-1.8833,29.5333,1.33,22.67,55.78,21.63
2015-09-25,Ngororero,-1.8833,29.5333,2.77,21.56,62.24,15.46
2015-09-26,Ngororero,-1.8833,29.5333,6.15,18.72,81.09,12.4
2015-09-27,Ngororero,-1.8833,29.5333,2.98,19.34,75.18,13.35
2015-09-28,Ngororero,-1.8833,29.5333,4.55,21.35,63.55,18.58
2015-09-29,Ngororero,-1.8833,29.5333,2.54,22.26,60.8,22.33
2015-09-30,Ngororero,-1.8833,29.5333,5.33,21.79,64.74,17.76
2015-10-01,Ngororero,-1.8833,29.5333,5.8,20.94,70.09,20.35
2015-10-02,Ngororero,-1.8833,29.5333,5.92,21.67,63.81,19.0
2015-10-03,Ngororero,-1.8833,29.5333,6.8,20.14,75.48,12.62
2015-10-04,Ngororero,-1.8833,29.5333,4.57,21.07,69.19,19.88
2015-10-05,Ngororero,-1.8833,29.5333,0.84,21.9,62.25,17.43
2015-10-06,Ngororero,-1.8833,29.5333,0.16,22.68,55.42,23.3
2015-10-07,Ngororero,-1.8833,29.5333,0.83,21.92,54.92,23.28
2015-10-08,Ngororero,-1.8833,29.5333,0.69,21.53,60.4,20.66
2015-10-09,Ngororero,-1.8833,29.5333,6.4,20.71,70.01,15.4
2015-10-10,Ngororero,-1.8833,29.5333,2.35,20.89,70.51,12.63
2015-10-11,Ngororero,-1.8833,29.5333,9.46,19.84,77.15,11.49
2015-10-12,Ngororero,-1.8833,29.5333,2.93,21.14,68.81,16.72
2015-10-13,Ngororero,-1.8833,29.5333,1.57,21.46,66.09,14.22
2015-10-14,Ngororero,-1.8833,29.5333,1.53,21.48,65.38,19.09
2015-10-15,Ngororero,-1.8833,29.5333,1.23,21.16,68.87,17.98
2015-10-16,Ngororero,-1.8833,29.5333,1.83,21.09,71.03,16.66
2015-10-17,Ngororero,-1.8833,29.5333,4.26,19.72,78.99,11.89
2015-10-18,Ngororero,-1.8833,29.5333,11.08,18.84,75.86,13.71
2015-10-19,Ngororero,-1.8833,29.5333,3.37,20.35,72.53,15.04
2015-10-20,Ngororero,-1.8833,29.5333,3.06,20.29,73.92,18.14
2015-10-21,Ngororero,-1.8833,29.5333,1.5,21.15,69.05,17.94
2015-10-22,Ngororero,-1.8833,29.5333,2.12,21.13,68.81,16.72
2015-10-23,Ngororero,-1.8833,29.5333,4.74,20.5,73.98,17.51
2015-10-24,Ngororero,-1.8833,29.5333,9.73,18.9,79.38,16.2
2015-10-25,Ngororero,-1.8833,29.5333,4.06,20.13,75.0,10.33
2015-10-26,Ngororero,-1.8833,29.5333,6.18,20.37,74.78,13.95
2015-10-27,Ngororero,-1.8833,29.5333,1.37,20.58,74.1,19.27
2015-10-28,Ngororero,-1.8833,29.5333,14.33,19.75,80.49,17.27
2015-10-29,Ngororero,-1.8833,29.5333,15.37,18.48,78.68,11.89
2015-10-30,Ngororero,-1.8833,29.5333,16.22,19.47,74.88,14.0
2015-10-31,Ngororero,-1.8833,29.5333,13.57,19.64,77.99,16.2
2015-11-01,Ngororero,-1.8833,29.5333,12.53,20.08,78.07,16.82
2015-11-02,Ngororero,-1.8833,29.5333,10.28,20.11,76.1,16.75
2015-11-03,Ngororero,-1.8833,29.5333,13.01,19.49,81.12,19.39
2015-11-04,Ngororero,-1.8833,29.5333,10.55,19.97,74.29,14.05
2015-11-05,Ngororero,-1.8833,29.5333,15.56,19.34,81.72,12.75
2015-11-06,Ngororero,-1.8833,29.5333,2.03,19.85,74.39,15.59
2015-11-07,Ngororero,-1.8833,29.5333,2.13,19.64,79.91,13.39
2015-11-08,Ngororero,-1.8833,29.5333,1.44,20.18,73.81,17.62
2015-11-09,Ngororero,-1.8833,29.5333,2.79,19.55,78.28,17.28
2015-11-10,Ngororero,-1.8833,29.5333,8.27,19.19,79.15,15.97
2015-11-11,Ngororero,-1.8833,29.5333,18.77,18.79,79.0,16.6
2015-11-12,Ngororero,-1.8833,29.5333,8.27,19.41,78.04,20.37
2015-11-13,Ngororero,-1.8833,29.5333,4.8,20.21,77.29,18.12
2015-11-14,Ngororero,-1.8833,29.5333,1.98,20.65,72.0,21.77
2015-11-15,Ngororero,-1.8833,29.5333,7.5,20.82,73.17,14.59
2015-11-16,Ngororero,-1.8833,29.5333,14.92,19.28,80.26,11.61
2015-11-17,Ngororero,-1.8833,29.5333,6.62,18.39,79.02,15.13
2015-11-18,Ngororero,-1.8833,29.5333,1.59,20.22,71.31,18.9
2015-11-19,Ngororero,-1.8833,29.5333,2.18,20.56,74.97,18.71
2015-11-20,Ngororero,-1.8833,29.5333,3.68,20.25,76.71,14.82
2015-11-21,Ngororero,-1.8833,29.5333,3.0,20.65,70.24,14.34
2015-11-22,Ngororero,-1.8833,29.5333,5.84,20.09,76.47,17.64
2015-11-23,Ngororero,-1.8833,29.5333,6.92,20.32,75.32,19.44
2015-11-24,Ngororero,-1.8833,29.5333,6.03,20.21,76.34,18.77
2015-11-25,Ngororero,-1.8833,29.5333,4.09,21.0,71.0,21.94
2015-11-26,Ngororero,-1.8833,29.5333,31.84,19.17,81.75,14.69
2015-11-27,Ngororero,-1.8833,29.5333,13.45,18.45,80.42,8.25
2015-11-28,Ngororero,-1.8833,29.5333,2.68,19.4,76.65,13.3
2015-11-29,Ngororero,-1.8833,29.5333,0.88,20.11,75.36,18.83
2015-11-30,Ngororero,-1.8833,29.5333,4.32,19.18,83.2,15.85
2015-12-01,Ngororero,-1.8833,29.5333,0.87,20.28,76.02,19.98
2015-12-02,Ngororero,-1.8833,29.5333,1.51,20.39,76.15,18.64
2015-12-03,Ngororero,-1.8833,29.5333,1.74,20.45,76.35,18.18
2015-12-04,Ngororero,-1.8833,29.5333,2.66,20.26,76.78,17.24
2015-12-05,Ngororero,-1.8833,29.5333,1.44,20.17,75.1,15.65
2015-12-06,Ngororero,-1.8833,29.5333,1.45,20.7,72.63,17.48
2015-12-07,Ngororero,-1.8833,29.5333,0.97,21.05,70.72,20.79
2015-12-08,Ngororero,-1.8833,29.5333,1.6,21.28,70.21,17.6
2015-12-09,Ngororero,-1.8833,29.5333,1.93,21.09,73.85,19.72
2015-12-10,Ngororero,-1.8833,29.5333,7.18,20.72,76.49,16.37
2015-12-11,Ngororero,-1.8833,29.5333,9.61,19.18,83.14,16.62
2015-12-12,Ngororero,-1.8833,29.5333,3.43,19.31,78.34,9.06
2015-12-13,Ngororero,-1.8833,29.5333,8.38,18.82,81.17,12.85
2015-12-14,Ngororero,-1.8833,29.5333,4.29,18.22,83.77,12.45
2015-12-15,Ngororero,-1.8833,29.5333,4.68,18.22,85.33,13.31
2015-12-16,Ngororero,-1.8833,29.5333,3.3,17.92,86.71,12.59
2015-12-17,Ngororero,-1.8833,29.5333,4.73,19.1,80.79,11.25
2015-12-18,Ngororero,-1.8833,29.5333,6.33,19.61,77.45,15.77
2015-12-19,Ngororero,-1.8833,29.5333,10.36,19.66,75.1,15.95
2015-12-20,Ngororero,-1.8833,29.5333,16.73,19.24,81.63,17.57
2015-12-21,Ngororero,-1.8833,29.5333,7.21,19.6,79.69,19.92
2015-12-22,Ngororero,-1.8833,29.5333,2.08,20.23,74.5,19.62
2015-12-23,Ngororero,-1.8833,29.5333,2.31,20.46,74.29,18.72
2015-12-24,Ngororero,-1.8833,29.5333,1.74,20.04,75.78,13.94
2015-12-25,Ngororero,-1.8833,29.5333,1.02,20.16,73.6,16.9
2015-12-26,Ngororero,-1.8833,29.5333,0.52,20.47,73.03,18.18
2015-12-27,Ngororero,-1.8833,29.5333,1.11,20.83,73.31,17.93
2015-12-28,Ngororero,-1.8833,29.5333,1.89,20.84,76.23,15.87
2015-12-29,Ngororero,-1.8833,29.5333,1.64,20.69,75.93,15.37
2015-12-30,Ngororero,-1.8833,29.5333,0.88,21.28,70.89,20.51
2015-12-31,Ngororero,-1.8833,29.5333,0.72,21.61,66.51,20.54
2016-01-01,Ngororero,-1.8833,29.5333,0.77,21.08,72.24,16.26
2016-01-02,Ngororero,-1.8833,29.5333,0.4,21.5,70.08,19.5
2016-01-03,Ngororero,-1.8833,29.5333,0.31,22.14,65.32,21.35
2016-01-04,Ngororero,-1.8833,29.5333,0.38,21.98,67.01,17.84
2016-01-05,Ngororero,-1.8833,29.5333,0.72,21.13,71.57,17.05
2016-01-06,Ngororero,-1.8833,29.5333,0.56,21.26,71.2,17.27
2016-01-07,Ngororero,-1.8833,29.5333,0.26,22.13,67.69,17.98
2016-01-08,Ngororero,-1.8833,29.5333,0.39,21.51,73.59,19.08
2016-01-09,Ngororero,-1.8833,29.5333,0.93,20.61,77.04,9.0
2016-01-10,Ngororero,-1.8833,29.5333,0.82,19.6,73.77,9.31
2016-01-11,Ngororero,-1.8833,29.5333,12.41,20.3,76.48,16.43
2016-01-12,Ngororero,-1.8833,29.5333,5.98,19.57,83.04,12.18
2016-01-13,Ngororero,-1.8833,29.5333,3.23,19.7,82.11,12.77
2016-01-14,Ngororero,-1.8833,29.5333,5.16,19.14,85.16,12.29
2016-01-15,Ngororero,-1.8833,29.5333,1.38,19.42,79.81,14.14
2016-01-16,Ngororero,-1.8833,29.5333,5.64,20.08,78.24,18.67
2016-01-17,Ngororero,-1.8833,29.5333,2.52,19.02,85.67,14.31
2016-01-18,Ngororero,-1.8833,29.5333,1.81,19.4,80.72,9.64
2016-01-19,Ngororero,-1.8833,29.5333,2.4,19.26,79.22,8.58
2016-01-20,Ngororero,-1.8833,29.5333,3.38,19.05,78.28,12.52
2016-01-21,Ngororero,-1.8833,29.5333,1.25,20.45,70.17,15.79
2016-01-22,Ngororero,-1.8833,29.5333,9.54,20.18,79.38,11.56
2016-01-23,Ngororero,-1.8833,29.5333,9.67,18.31,81.03,11.54
2016-01-24,Ngororero,-1.8833,29.5333,1.2,19.71,73.98,19.74
2016-01-25,Ngororero,-1.8833,29.5333,3.36,19.74,76.62,18.17
2016-01-26,Ngororero,-1.8833,29.5333,3.59,20.28,72.13,17.21
2016-01-27,Ngororero,-1.8833,29.5333,1.53,19.3,78.9,17.13
2016-01-28,Ngororero,-1.8833,29.5333,1.13,18.89,78.01,14.16
2016-01-29,Ngororero,-1.8833,29.5333,0.04,20.4,64.9,21.59
2016-01-30,Ngororero,-1.8833,29.5333,0.01,21.31,59.76,23.51
2016-01-31,Ngororero,-1.8833,29.5333,1.22,21.43,62.44,21.09
2016-02-01,Ngororero,-1.8833,29.5333,3.96,20.83,69.28,18.64
2016-02-02,Ngororero,-1.8833,29.5333,2.44,20.81,68.52,20.36
2016-02-03,Ngororero,-1.8833,29.5333,2.6,20.53,71.61,16.67
2016-02-04,Ngororero,-1.8833,29.5333,2.22,21.34,66.23,22.79
2016-02-05,Ngororero,-1.8833,29.5333,0.27,22.44,59.88,23.09
2016-02-06,Ngororero,-1.8833,29.5333,0.13,22.44,61.31,23.93
2016-02-07,Ngororero,-1.8833,29.5333,2.06,21.59,66.91,18.85
2016-02-08,Ngororero,-1.8833,29.5333,6.52,19.63,79.07,16.07
2016-02-09,Ngororero,-1.8833,29.5333,5.46,20.3,71.49,16.24
2016-02-10,Ngororero,-1.8833,29.5333,0.3,21.09,67.02,13.13
2016-02-11,Ngororero,-1.8833,29.5333,0.11,21.57,63.18,20.68
2016-02-12,Ngororero,-1.8833,29.5333,0.13,21.81,63.26,20.17
2016-02-13,Ngororero,-1.8833,29.5333,0.32,21.39,66.07,14.35
2016-02-14,Ngororero,-1.8833,29.5333,0.17,21.54,63.07,18.03
2016-02-15,Ngororero,-1.8833,29.5333,0.4,22.05,60.62,22.29
2016-02-16,Ngororero,-1.8833,29.5333,0.21,21.82,65.35,21.69
2016-02-17,Ngororero,-1.8833,29.5333,0.12,22.14,65.01,24.08
2016-02-18,Ngororero,-1.8833,29.5333,0.84,23.12,61.91,24.29
2016-02-19,Ngororero,-1.8833,29.5333,3.97,21.57,73.12,13.52
2016-02-20,Ngororero,-1.8833,29.5333,2.7,21.78,71.29,12.68
2016-02-21,Ngororero,-1.8833,29.5333,5.91,20.62,75.19,11.88
2016-02-22,Ngororero,-1.8833,29.5333,0.17,22.53,63.4,22.12
2016-02-23,Ngororero,-1.8833,29.5333,0.33,22.81,62.72,12.45
2016-02-24,Ngororero,-1.8833,29.5333,0.2,22.31,68.66,21.92
2016-02-25,Ngororero,-1.8833,29.5333,1.16,22.25,66.9,13.47
2016-02-26,Ngororero,-1.8833,29.5333,2.38,23.09,63.22,20.22
2016-02-27,Ngororero,-1.8833,29.5333,4.33,21.88,71.4,11.65
2016-02-28,Ngororero,-1.8833,29.5333,1.26,21.81,69.35,22.39
2016-02-29,Ngororero,-1.8833,29.5333,1.53,21.2,70.83,17.57
2016-03-01,Ngororero,-1.8833,29.5333,1.27,21.55,71.04,18.7
2016-03-02,Ngororero,-1.8833,29.5333,2.61,22.3,67.74,18.51
2016-03-03,Ngororero,-1.8833,29.5333,3.19,21.8,72.79,14.89
2016-03-04,Ngororero,-1.8833,29.5333,1.33,21.37,72.13,17.93
2016-03-05,Ngororero,-1.8833,29.5333,0.47,21.71,70.4,22.32
2016-03-06,Ngororero,-1.8833,29.5333,0.72,22.42,64.85,25.53
2016-03-07,Ngororero,-1.8833,29.5333,3.22,22.48,69.75,20.19
2016-03-08,Ngororero,-1.8833,29.5333,16.2,19.83,82.99,6.2
2016-03-09,Ngororero,-1.8833,29.5333,3.5,21.05,69.58,16.56
2016-03-10,Ngororero,-1.8833,29.5333,1.37,21.89,66.63,20.22
2016-03-11,Ngororero,-1.8833,29.5333,1.5,22.18,69.48,22.71
2016-03-12,Ngororero,-1.8833,29.5333,0.07,22.24,68.48,18.58
2016-03-13,Ngororero,-1.8833,29.5333,0.24,22.52,65.12,23.16
2016-03-14,Ngororero,-1.8833,29.5333,0.25,22.83,64.32,25.45
2016-03-15,Ngororero,-1.8833,29.5333,0.19,23.81,56.96,22.6
2016-03-16,Ngororero,-1.8833,29.5333,0.23,23.49,58.66,18.45
2016-03-17,Ngororero,-1.8833,29.5333,3.52,22.39,64.8,17.9
2016-03-18,Ngororero,-1.8833,29.5333,2.09,22.0,68.64,24.17
2016-03-19,Ngororero,-1.8833,29.5333,2.24,21.97,70.11,23.91
2016-03-20,Ngororero,-1.8833,29.5333,2.34,21.49,73.49,21.11
2016-03-21,Ngororero,-1.8833,29.5333,3.23,21.97,69.59,13.94
2016-03-22,Ngororero,-1.8833,29.5333,19.89,22.0,71.57,18.78
2016-03-23,Ngororero,-1.8833,29.5333,24.95,21.12,78.32,20.59
2016-03-24,Ngororero,-1.8833,29.5333,7.41,21.25,76.45,16.09
2016-03-25,Ngororero,-1.8833,29.5333,5.09,21.63,76.32,21.33
2016-03-26,Ngororero,-1.8833,29.5333,1.92,22.8,66.41,22.92
2016-03-27,Ngororero,-1.8833,29.5333,1.09,22.98,65.04,18.71
2016-03-28,Ngororero,-1.8833,29.5333,0.35,23.45,63.49,21.34
2016-03-29,Ngororero,-1.8833,29.5333,0.61,22.92,67.9,21.38
2016-03-30,Ngororero,-1.8833,29.5333,3.19,22.5,69.83,17.11
2016-03-31,Ngororero,-1.8833,29.5333,48.38,20.75,80.14,17.64
2016-04-01,Ngororero,-1.8833,29.5333,24.79,20.77,76.26,7.24
2016-04-02,Ngororero,-1.8833,29.5333,12.89,20.73,78.19,16.66
2016-04-03,Ngororero,-1.8833,29.5333,10.5,19.99,79.99,11.97
2016-04-04,Ngororero,-1.8833,29.5333,4.25,20.57,78.56,13.21
2016-04-05,Ngororero,-1.8833,29.5333,9.1,19.6,82.91,16.8
2016-04-06,Ngororero,-1.8833,29.5333,0.99,21.4,74.31,23.45
2016-04-07,Ngororero,-1.8833,29.5333,2.31,20.19,79.9,8.43
2016-04-08,Ngororero,-1.8833,29.5333,2.65,20.7,73.8,15.52
2016-04-09,Ngororero,-1.8833,29.5333,4.84,21.18,75.01,17.9
2016-04-10,Ngororero,-1.8833,29.5333,5.35,20.76,80.24,19.24
2016-04-11,Ngororero,-1.8833,29.5333,2.49,20.49,80.25,18.52
2016-04-12,Ngororero,-1.8833,29.5333,2.34,20.86,78.6,15.52
2016-04-13,Ngororero,-1.8833,29.5333,2.94,20.38,80.21,19.46
2016-04-14,Ngororero,-1.8833,29.5333,1.78,20.07,79.89,15.05
2016-04-15,Ngororero,-1.8833,29.5333,2.51,20.41,79.14,20.66
2016-04-16,Ngororero,-1.8833,29.5333,7.17,19.0,84.71,13.01
2016-04-17,Ngororero,-1.8833,29.5333,7.74,19.8,79.51,16.07
2016-04-18,Ngororero,-1.8833,29.5333,6.75,19.64,80.93,18.44
2016-04-19,Ngororero,-1.8833,29.5333,8.49,20.39,77.7,12.25
2016-04-20,Ngororero,-1.8833,29.5333,7.94,20.3,78.28,21.48
2016-04-21,Ngororero,-1.8833,29.5333,1.15,20.76,76.24,18.46
2016-04-22,Ngororero,-1.8833,29.5333,2.07,21.0,74.96,19.93
2016-04-23,Ngororero,-1.8833,29.5333,4.1,21.13,77.46,19.66
2016-04-24,Ngororero,-1.8833,29.5333,4.31,19.85,81.08,17.47
2016-04-25,Ngororero,-1.8833,29.5333,9.34,21.09,76.73,15.5
2016-04-26,Ngororero,-1.8833,29.5333,26.13,19.04,80.48,11.92
2016-04-27,Ngororero,-1.8833,29.5333,5.58,19.57,82.25,14.79
2016-04-28,Ngororero,-1.8833,29.5333,3.17,18.7,84.55,10.23
2016-04-29,Ngororero,-1.8833,29.5333,8.47,20.16,77.87,15.34
2016-04-30,Ngororero,-1.8833,29.5333,9.0,18.77,82.15,15.76
2016-05-01,Ngororero,-1.8833,29.5333,24.3,19.01,84.99,12.46
2016-05-02,Ngororero,-1.8833,29.5333,5.23,19.81,79.56,20.44
2016-05-03,Ngororero,-1.8833,29.5333,15.14,19.81,81.64,17.17
2016-05-04,Ngororero,-1.8833,29.5333,19.18,19.73,81.02,14.49
2016-05-05,Ngororero,-1.8833,29.5333,5.7,20.56,76.11,14.9
2016-05-06,Ngororero,-1.8833,29.5333,5.35,20.19,80.0,18.56
2016-05-07,Ngororero,-1.8833,29.5333,1.93,19.38,82.31,16.21
2016-05-08,Ngororero,-1.8833,29.5333,2.13,19.46,81.49,15.61
2016-05-09,Ngororero,-1.8833,29.5333,1.87,19.08,80.84,14.23
2016-05-10,Ngororero,-1.8833,29.5333,0.17,18.88,75.61,17.69
2016-05-11,Ngororero,-1.8833,29.5333,0.35,19.5,74.06,21.15
2016-05-12,Ngororero,-1.8833,29.5333,1.33,19.38,79.65,17.57
2016-05-13,Ngororero,-1.8833,29.5333,0.29,20.07,75.8,20.58
2016-05-14,Ngororero,-1.8833,29.5333,1.15,19.92,78.07,17.57
2016-05-15,Ngororero,-1.8833,29.5333,0.28,19.63,75.61,16.6
2016-05-16,Ngororero,-1.8833,29.5333,0.06,19.83,70.72,19.26
2016-05-17,Ngororero,-1.8833,29.5333,0.01,19.46,76.24,19.92
2016-05-18,Ngororero,-1.8833,29.5333,0.03,18.71,78.16,12.34
2016-05-19,Ngororero,-1.8833,29.5333,0.02,19.39,76.8,15.1
2016-05-20,Ngororero,-1.8833,29.5333,0.01,19.14,77.74,15.52
2016-05-21,Ngororero,-1.8833,29.5333,0.15,19.34,73.81,17.81
2016-05-22,Ngororero,-1.8833,29.5333,0.13,19.27,75.18,19.49
2016-05-23,Ngororero,-1.8833,29.5333,0.23,19.34,76.68,17.0
2016-05-24,Ngororero,-1.8833,29.5333,0.37,19.35,75.15,17.51
2016-05-25,Ngororero,-1.8833,29.5333,0.28,19.06,73.32,17.44
2016-05-26,Ngororero,-1.8833,29.5333,2.31,19.35,69.35,17.76
2016-05-27,Ngororero,-1.8833,29.5333,5.58,19.39,73.03,15.12
2016-05-28,Ngororero,-1.8833,29.5333,0.96,19.56,74.7,17.15
2016-05-29,Ngororero,-1.8833,29.5333,1.69,19.25,75.92,13.94
2016-05-30,Ngororero,-1.8833,29.5333,5.6,18.9,80.16,13.83
2016-05-31,Ngororero,-1.8833,29.5333,3.62,19.11,80.08,14.53
2016-06-01,Ngororero,-1.8833,29.5333,0.69,19.47,76.64,13.36
2016-06-02,Ngororero,-1.8833,29.5333,0.36,19.99,72.98,18.06
2016-06-03,Ngororero,-1.8833,29.5333,0.34,19.88,73.99,18.78
2016-06-04,Ngororero,-1.8833,29.5333,0.49,20.06,73.61,16.62
2016-06-05,Ngororero,-1.8833,29.5333,0.1,19.26,76.46,17.69
2016-06-06,Ngororero,-1.8833,29.5333,0.05,19.03,74.27,15.96
2016-06-07,Ngororero,-1.8833,29.5333,0.01,18.77,72.01,22.0
2016-06-08,Ngororero,-1.8833,29.5333,0.0,18.73,68.02,22.79
2016-06-09,Ngororero,-1.8833,29.5333,0.0,18.9,67.1,21.17
2016-06-10,Ngororero,-1.8833,29.5333,0.0,19.14,65.15,21.56
2016-06-11,Ngororero,-1.8833,29.5333,0.0,19.7,66.48,18.85
2016-06-12,Ngororero,-1.8833,29.5333,0.01,19.29,73.03,18.63
2016-06-13,Ngororero,-1.8833,29.5333,0.0,19.33,72.5,14.91
2016-06-14,Ngororero,-1.8833,29.5333,0.01,19.36,70.55,14.94
2016-06-15,Ngororero,-1.8833,29.5333,0.13,18.75,71.47,13.31
2016-06-16,Ngororero,-1.8833,29.5333,0.11,19.43,67.75,14.87
2016-06-17,Ngororero,-1.8833,29.5333,0.15,18.56,74.84,10.66
2016-06-18,Ngororero,-1.8833,29.5333,0.16,18.32,74.65,9.3
2016-06-19,Ngororero,-1.8833,29.5333,0.0,18.93,66.2,17.79
2016-06-20,Ngororero,-1.8833,29.5333,0.14,19.48,61.55,15.73
2016-06-21,Ngororero,-1.8833,29.5333,0.67,19.28,64.3,7.7
2016-06-22,Ngororero,-1.8833,29.5333,0.76,18.63,71.68,13.05
2016-06-23,Ngororero,-1.8833,29.5333,0.23,18.56,72.51,15.33
2016-06-24,Ngororero,-1.8833,29.5333,0.28,18.11,72.51,14.23
2016-06-25,Ngororero,-1.8833,29.5333,0.02,18.06,68.46,15.36
2016-06-26,Ngororero,-1.8833,29.5333,0.0,18.44,66.26,18.91
2016-06-27,Ngororero,-1.8833,29.5333,0.0,18.85,67.29,20.83
2016-06-28,Ngororero,-1.8833,29.5333,0.0,19.26,61.13,23.43
2016-06-29,Ngororero,-1.8833,29.5333,0.0,19.04,58.5,23.73
2016-06-30,Ngororero,-1.8833,29.5333,0.0,18.87,55.83,23.64
2016-07-01,Ngororero,-1.8833,29.5333,0.0,19.8,52.29,22.84
2016-07-02,Ngororero,-1.8833,29.5333,0.0,20.48,52.9,23.2
2016-07-03,Ngororero,-1.8833,29.5333,0.0,20.07,54.46,20.07
2016-07-04,Ngororero,-1.8833,29.5333,0.0,19.34,59.44,17.08
2016-07-05,Ngororero,-1.8833,29.5333,0.0,18.86,56.31,20.06
2016-07-06,Ngororero,-1.8833,29.5333,0.34,19.91,55.1,17.02
2016-07-07,Ngororero,-1.8833,29.5333,0.59,20.17,61.9,15.25
2016-07-08,Ngororero,-1.8833,29.5333,0.08,20.21,62.92,18.27
2016-07-09,Ngororero,-1.8833,29.5333,0.07,19.97,59.46,17.7
2016-07-10,Ngororero,-1.8833,29.5333,0.0,19.27,57.6,19.05
2016-07-11,Ngororero,-1.8833,29.5333,0.0,18.55,60.61,14.11
2016-07-12,Ngororero,-1.8833,29.5333,0.0,18.31,59.83,10.67
2016-07-13,Ngororero,-1.8833,29.5333,0.01,18.66,60.07,19.36
2016-07-14,Ngororero,-1.8833,29.5333,0.03,19.14,60.49,15.73
2016-07-15,Ngororero,-1.8833,29.5333,0.02,19.3,61.67,16.54
2016-07-16,Ngororero,-1.8833,29.5333,0.0,20.26,58.72,19.1
2016-07-17,Ngororero,-1.8833,29.5333,0.0,20.35,60.94,18.49
2016-07-18,Ngororero,-1.8833,29.5333,0.0,20.25,58.12,20.52
2016-07-19,Ngororero,-1.8833,29.5333,0.0,20.49,57.11,21.91
2016-07-20,Ngororero,-1.8833,29.5333,0.18,20.22,58.43,14.91
2016-07-21,Ngororero,-1.8833,29.5333,0.05,20.38,56.28,16.49
2016-07-22,Ngororero,-1.8833,29.5333,0.37,20.07,59.92,15.47
2016-07-23,Ngororero,-1.8833,29.5333,0.35,20.47,59.15,17.15
2016-07-24,Ngororero,-1.8833,29.5333,1.62,20.83,60.49,17.41
2016-07-25,Ngororero,-1.8833,29.5333,0.45,19.63,68.81,9.95
2016-07-26,Ngororero,-1.8833,29.5333,0.05,19.93,66.07,14.8
2016-07-27,Ngororero,-1.8833,29.5333,0.06,21.24,58.3,19.99
2016-07-28,Ngororero,-1.8833,29.5333,0.21,20.04,65.49,17.19
2016-07-29,Ngororero,-1.8833,29.5333,0.04,20.46,59.92,18.21
2016-07-30,Ngororero,-1.8833,29.5333,0.04,20.88,51.78,20.02
2016-07-31,Ngororero,-1.8833,29.5333,0.1,21.71,50.46,20.18
2016-08-01,Ngororero,-1.8833,29.5333,0.12,21.73,54.59,20.88
2016-08-02,Ngororero,-1.8833,29.5333,0.12,21.05,51.32,20.92
2016-08-03,Ngororero,-1.8833,29.5333,0.33,21.67,48.87,19.15
2016-08-04,Ngororero,-1.8833,29.5333,0.15,21.16,59.91,16.6
2016-08-05,Ngororero,-1.8833,29.5333,0.0,21.16,53.42,17.0
2016-08-06,Ngororero,-1.8833,29.5333,0.02,20.65,53.1,16.6
2016-08-07,Ngororero,-1.8833,29.5333,0.01,20.52,54.64,11.72
2016-08-08,Ngororero,-1.8833,29.5333,0.31,19.93,61.11,14.64
2016-08-09,Ngororero,-1.8833,29.5333,0.41,20.23,63.29,17.46
2016-08-10,Ngororero,-1.8833,29.5333,0.05,20.48,59.01,20.96
2016-08-11,Ngororero,-1.8833,29.5333,0.0,20.53,52.02,22.79
2016-08-12,Ngororero,-1.8833,29.5333,0.02,21.53,51.56,17.99
2016-08-13,Ngororero,-1.8833,29.5333,0.12,21.47,55.01,17.06
2016-08-14,Ngororero,-1.8833,29.5333,1.42,21.22,62.48,16.0
2016-08-15,Ngororero,-1.8833,29.5333,1.17,21.23,63.06,19.07
2016-08-16,Ngororero,-1.8833,29.5333,0.77,20.58,64.95,15.94
